manufacture_style,Code,product_name,大分類,中分類,小分類,Remark
MGHV4FE/A,13030131,40 原米蘭錶環 MGHV4,Accy,*Apple Watch Accy,Band 40mm Milanese,3100
MGHW4FE/A,13030132,40 金米蘭錶環 MGHW4,Accy,*Apple Watch Accy,Band 40mm Milanese,3100
MGHX4FE/A,13030133,40 石米蘭錶環 MGHX4,Accy,*Apple Watch Accy,Band 40mm Milanese,3100
MGHY4FE/A,13030134,42 原米蘭錶環 MGHY4,Accy,*Apple Watch Accy,Band 42mm Milanese,3100
MGJ04FE/A,13030135,42 金米蘭錶環 MGJ04,Accy,*Apple Watch Accy,Band 42mm Milanese,3100
MGJ14FE/A,13030136,42 石米蘭錶環 MGJ14,Accy,*Apple Watch Accy,Band 42mm Milanese,3100
MGJ24FE/A,13030137,46 原米蘭錶環 S/M MGJ24,Accy,*Apple Watch Accy,Band 46mm Milanese,3100
MGJ34FE/A,13030138,46 原米蘭錶環 M/L MGJ34,Accy,*Apple Watch Accy,Band 46mm Milanese,3100
MGJ44FE/A,13030139,46 金米蘭錶環 S/M MGJ44,Accy,*Apple Watch Accy,Band 46mm Milanese,3100
MGJ54FE/A,13030140,46 金米蘭錶環 M/L MGJ54,Accy,*Apple Watch Accy,Band 46mm Milanese,3100
MGJ64FE/A,13030141,46 石米蘭錶環 S/M MGJ64,Accy,*Apple Watch Accy,Band 46mm Milanese,3100
MGJ74FE/A,13030142,46 石米蘭錶環 M/L MGJ74,Accy,*Apple Watch Accy,Band 46mm Milanese,3100
MGXU4FE/A,13030143,41 運動錶環 驕傲 MGXU4,Accy,*Apple Watch Accy,Band 41mm Sport Loop,1600
MGXV4FE/A,13030144,45 運動錶環 驕傲 MGXV4,Accy,*Apple Watch Accy,Band 45mm Sport Loop,1600
SYLW2TA/A,13030145,AC+ for AirPods Pro 3 SYLW2T,Care,ACPP+,AirPods ACPP+,1290
SWXT2TA/A,13030146,AC+ for iPhone 17 SWXT2,Care,ACPP+,iPhone 17 ACPP+,4890
SWXY2TA/A,13030147,AC+ for iPhone Air SWXY2,Care,ACPP+,iPhone Air ACPP+,6390
SWY42TA/A,13030148,AC+ for iPhone 17 Pro SWY42,Care,ACPP+,iPhone 17 Pro ACPP+,6390
SWY92TA/A,13030149,AC+ for iPhone 17 PM SWY92,Care,ACPP+,iPhone 17 PM ACPP+,6390
SXHW2TA/A,13030150,AC+ for AW SE 3 SXHW2,Care,ACPP+,AW SE 3 ACPP+,1690
SXCJ2TA/A,13030151,AC+ for AW S11 SXCJ2,Care,ACPP+,AW S11 ACPP+,2590
SXCK2TA/A,13030152,AC+ for AW Ultra 3 SXCK2,Care,ACPP+,AW Ultra ACPP+,3190
SXAF2TA/A,13030153,AC+ for AW Hermes S11 SXAF2,Care,ACPP+,AW S11 ACPP+,4790
SXAQ2TA/A,13030154,AC+ for AW Hermes Ultra 3 SXAQ2,Care,ACPP+,AW Ultra ACPP+,4790
Z1EP,13030468,M4 iMac 24 10C 24 256 藍 Z1EP,CPU,IMAC,iMac 24 M4 256G,58900
MDE04TA/A,13030482,MBP 14 10C/16GB/512GB 黑 MDE04,CPU,MBP 14 M5,MacBook Pro M5 16G 512G 黑,52900
MDE14TA/A,13030483,MBP 14 10C/16GB/1TB 黑 MDE14,CPU,MBP 14 M5,MacBook Pro M5 16G 1T 黑,59900
MDE34TA/A,13030484,MBP 14 10C/24GB/1TB 黑 MDE34,CPU,MBP 14 M5,MacBook Pro M5 24G 1T 黑,66900
MDE44TA/A,13030485,MBP 14 10C/16GB/512GB 銀 MDE44,CPU,MBP 14 M5,MacBook Pro M5 16G 512G 銀,52900
MDE54TA/A,13030486,MBP 14 10C/16GB/1TB 銀 MDE54,CPU,MBP 14 M5,MacBook Pro M5 16G 1T 銀,59900
MDE64TA/A,13030487,MBP 14 10C/24GB/1TB 銀 MDE64,CPU,MBP 14 M5,MacBook Pro M5 16G 1T 銀,66900
MDWK4TA/A,13030488,iPad Pro 11 WIFI 256 黑 MDWK4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 黑,32900
MDWL4TA/A,13030489,iPad Pro 11 WIFI 256 銀 MDWL4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 銀,32900
MDWM4TA/A,13030490,iPad Pro 11 WIFI 512 黑 MDWM4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 黑,39900
MDWN4TA/A,13030491,iPad Pro 11 WIFI 512 銀 MDWN4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 銀,39900
MDWP4TA/A,13030492,iPad Pro 11 WIFI 1TB 黑 MDWP4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 黑,53900
MDWQ4TA/A,13030493,iPad Pro 11 WIFI 1TB 銀 MDWQ4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 銀,53900
MDWR4TA/A,13030494,iPad Pro 11 WIFI 1TB 黑 MDWR4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 黑,57400
MDWT4TA/A,13030495,iPad Pro 11 WIFI 1TB 銀 MDWT4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 銀,57400
MDWU4TA/A,13030496,iPad Pro 11 WIFI 2TB 黑 MDWU4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 黑,67900
MDWV4TA/A,13030497,iPad Pro 11 WIFI 2TB 銀 MDWV4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 銀,67900
MDWW4TA/A,13030498,iPad Pro 11 WIFI 2TB 黑 MDWW4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 黑,71400
MDWX4TA/A,13030499,iPad Pro 11 WIFI 2TB 銀 MDWX4,iPad,iPad Pro 11(M5),Wi-Fi iPad Pro 11 銀,71400
MDYJ4TA/A,13030500,iPad Pro 13 WIFI 256 黑 MDYJ4,iPad,iPad Pro 13(M5),Wi-Fi iPad Pro 13 黑,43900
MDYK4TA/A,13030501,iPad Pro 13 WIFI 256 銀 MDYK4,iPad,iPad Pro 13(M5),Wi-Fi iPad Pro 13 銀,43900
MDYL4TA/A,13030502,iPad Pro 13 WIFI 512 黑 MDYL4,iPad,iPad Pro 13(M5),Wi-Fi iPad Pro 13 黑,50900
MDYM4TA/A,13030503,iPad Pro 13 WIFI 512 銀 MDYM4,iPad,iPad Pro 13(M5),Wi-Fi iPad Pro 13 銀,50900
MDYN4TA/A,13030504,iPad Pro 13 WIFI 1TB 黑 MDYN4,iPad,iPad Pro 13(M5),Wi-Fi iPad Pro 13 黑,64900
MDYP4TA/A,13030505,iPad Pro 13 WIFI 1TB 銀 MDYP4,iPad,iPad Pro 13(M5),Wi-Fi iPad Pro 13 銀,64900
MDYQ4TA/A,13030506,iPad Pro 13 WIFI 1TB 黑 MDYQ4,iPad,iPad Pro 13(M5),Wi-Fi iPad Pro 13 黑,68400
MDYR4TA/A,13030507,iPad Pro 13 WIFI 1TB 銀 MDYR4,iPad,iPad Pro 13(M5),Wi-Fi iPad Pro 13 銀,68400
MDYT4TA/A,13030508,iPad Pro 13 WIFI 2TB黑 MDYT4,iPad,iPad Pro 13(M5),Wi-Fi iPad Pro 13 黑,78900
MDYU4TA/A,13030509,iPad Pro 13 WIFI 2TB 銀 MDYU4,iPad,iPad Pro 13(M5),Wi-Fi iPad Pro 13 銀,78900
ME2N4TA/A,13030512,iPad Pro 11 CL 256 黑 ME2N4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 黑,39900
ME2P4TA/A,13030513,iPad Pro 11 CL 256 銀 ME2P4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 銀,39900
ME2Q4TA/A,13030514,iPad Pro 11 CL 512 黑 ME2Q4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 黑,46900
ME2T4TA/A,13030515,iPad Pro 11 CL 512 銀 ME2T4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 黑,46900
ME2U4TA/A,13030516,iPad Pro 11 CL 1TB 黑 ME2U4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 黑,60900
ME2V4TA/A,13030517,iPad Pro 11 CL 1TB 銀 ME2V4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 黑,60900
ME2W4TA/A,13030518,iPad Pro 11 CL 1TB 黑 ME2W4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 黑,64400
ME2X4TA/A,13030519,iPad Pro 11 CL 1TB 銀 ME2X4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 黑,64400
ME2Y4TA/A,13030520,iPad Pro 11 CL 2TB 黑 ME2Y4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 黑,74900
ME6A4TA/A,13030521,iPad Pro 11 CL 2TB 銀 ME6A4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 黑,74900
ME6C4TA/A,13030522,iPad Pro 11 CL 2TB 黑 ME6C4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 黑,78400
ME6D4TA/A,13030523,iPad Pro 11 CL 2TB 銀 ME6D4,iPad,iPad Pro 11(M5),Cellular iPad Pro 11 銀,78400
ME7W4TA/A,13030524,iPad Pro 13 CL 256 黑 ME7W4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 黑,50900
ME7X4TA/A,13030525,iPad Pro 13 CL 256 銀 ME7X4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 銀,50900
ME7Y4TA/A,13030526,iPad Pro 13 CL 512 黑 ME7Y4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 黑,57900
ME8C4TA/A,13030527,iPad Pro 13 CL 512 銀 ME8C4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 銀,57900
ME8D4TA/A,13030528,iPad Pro 13 CL 1TB 黑 ME8D4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 黑,71900
ME8F4TA/A,13030529,iPad Pro 13 CL 1TB 銀 ME8F4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 銀,71900
ME8G4TA/A,13030530,iPad Pro 13 CL 1TB 黑 ME8G4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 黑,75400
ME8H4TA/A,13030531,iPad Pro 13 CL 1TB 銀 ME8H4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 銀,75400
ME8J4TA/A,13030532,iPad Pro 13 CL 2TB 黑 ME8J4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 黑,85900
ME8K4TA/A,13030533,iPad Pro 13 CL 2TB 銀 ME8K4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 銀,85900
ME8M4TA/A,13030534,iPad Pro 13 CL 2TB 黑 ME8M4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 黑,89400
ME8N4TA/A,13030535,iPad Pro 13 CL 2TB 銀 ME8N4,iPad,iPad Pro 13(M5),Cellular iPad Pro 13 銀,89400
MGYX4TA/A,13030536,Air 11 M2/3 巧控鍵盤 黑 MGYX4,Accy,*iPad Accy,11 5th Keyboard,9490
MGYY4TA/A,13030537,Air 13 M2/3 巧控鍵盤 黑 MGYY4,Accy,*iPad Accy,12.9 7th Keyboard,9890
SXKH2TA/A,13030538,AC+ for M5 MBP 14 SXKH2,Care,ACPP+,14 MacBook Pro ACPP+,8990
SXT02TA/A,13030539,AC+ for M5 iPad Pro 11 SXT02,Care,ACPP+,iPad Pro 11 5th ACPP+,4890
SXT12TA/A,13030540,AC+ for M5 iPad Pro 13 SXT02,Care,ACPP+,iPad Pro 13 7th ACPP+,5590
25188698,13026777,Marshall Emberton II 喇叭 銅黑,EGP,藍芽裝置&喇叭耳機,Marshall Emberton 二代,6490
25188702,13026778,Marshall Emberton II 喇叭 白,EGP,藍芽裝置&喇叭耳機,Marshall Emberton 二代,6490
25230741,13026779,Marshall Emberton II 鑄鋼黑,EGP,藍芽裝置&喇叭耳機,Marshall Emberton 二代,6490
25188703,13026780,Marshall Willen 藍牙喇叭 銅黑,EGP,藍芽裝置&喇叭耳機,Marshall Willen 藍牙喇叭,3990
25188704,13026781,Marshall Willen 藍牙喇叭 白,EGP,藍芽裝置&喇叭耳機,Marshall Willen 藍牙喇叭,3990
25198921,13026782,Marshall Acton III 藍牙喇叭 黑,EGP,藍芽裝置&喇叭耳機,Marshall Acton 三代,11900
25198922,13026783,Marshall Acton III 藍牙喇叭 白,EGP,藍芽裝置&喇叭耳機,Marshall Acton 三代,11900
25222546,13026784,Marshall Acton III 藍牙喇叭 棕,EGP,藍芽裝置&喇叭耳機,Marshall Acton 三代,11900
25198923,13026785,Marshall Stanmore III 喇叭 黑,EGP,藍芽裝置&喇叭耳機,Marshall Stanmore 三代,17900
25198924,13026786,Marshall Stanmore III 喇叭 白,EGP,藍芽裝置&喇叭耳機,Marshall Stanmore 三代,17900
25222547,13026787,Marshall Stanmore III 喇叭 棕,EGP,藍芽裝置&喇叭耳機,Marshall Stanmore 三代,17900
25198925,13026788,Marshall Woburn III 喇叭 黑,EGP,藍芽裝置&喇叭耳機,Marshall Woburn 三代,23900
25198926,13026789,Marshall Woburn III 喇叭 白,EGP,藍芽裝置&喇叭耳機,Marshall Woburn 三代,23900
25208453,13026790,Marshall Middleton 喇叭 古銅,EGP,藍芽裝置&喇叭耳機,Marshall Middleton,9900
25208454,13026791,Marshall Middleton 喇叭 白,EGP,藍芽裝置&喇叭耳機,Marshall Middleton,9900
1006712,13026902,Marshall Emberton III 古銅黑,EGP,藍芽裝置&喇叭耳機,Marshall Emberton 三代,6490
1006714,13026903,Marshall Emberton III 奶油白,EGP,藍芽裝置&喇叭耳機,Marshall Emberton 三代,6490
1006714,13026904,Marshall Willen II  古銅黑,EGP,藍芽裝置&喇叭耳機,Marshall Willen 二代,3990
1006717,13026905,Marshall Willen II 奶油白,EGP,藍芽裝置&喇叭耳機,Marshall Willen 二代,3990
1008130,13029018,Marshall Acton III 夜幕藍,EGP,藍芽裝置&喇叭耳機,Marshall Acton 三代,11900
1008137,13029019,Marshall Emberton III 夜幕藍,EGP,藍芽裝置&喇叭耳機,Marshall Emberton 三代,6490
1007429,13029020,Marshall Middleton II 奶油白,EGP,藍芽裝置&喇叭耳機,Marshall Middleton 二代,11900
1007428,13029021,Marshall Middleton II 古銅黑,EGP,藍芽裝置&喇叭耳機,Marshall Middleton 二代,11900
1009086,13029182,Marshall Acton III 藍牙喇叭 黑,EGP,藍芽裝置&喇叭耳機,Marshall Acton 三代,11900
1009088,13029183,Marshall Acton III 藍牙喇叭 棕,EGP,藍芽裝置&喇叭耳機,Marshall Acton 三代,11900
1009090,13029184,Marshall Acton III 藍牙喇叭 白,EGP,藍芽裝置&喇叭耳機,Marshall Acton 三代,11900
